name,taxon_id,family,count
Gryllotalpa gryllotalpa,71219,71220,2429
Gylippus cyprioticus,1126730,499145,3
Dineutus discolor,218469,119971,128
Gliricola porcelli,407217,372898,6
Caliris elegans,749066,1097045,24
Hadrurus arizonensis,119165,1362115,1770
Bahadzia caymanensis,1193373,85802,9
Haematopinus tuberculatus,1483509,85803,37
Cicurina cicur,446772,153505,218
Halictus ligatus,154298,49707,39967
Coriophagus casui,387883,371093,27
Comstockiella sabalis,890484,373028,30
Peltodytes edentulus,227397,173193,214
Boroecia maxima,1489170,85805,3
Bothriocyrtum californicum,424292,860666,941
Halophiloscia couchii,469862,469880,159
Oedignathus inermis,194566,1028877,249
Cylindrodesmus hirsutus,371788,373216,1
Haplodiplatys severus,1493694,713346,4
Tigriopus californicus,117678,117683,21
Thyropygus allevatus,565275,424109,166
Merragata hebroides,244466,178192,32
Macrosoma rubedinaria,325454,325456,57
Helcomyza mirabilis,918807,373033,31
Suillia variegata,343752,154606,1277
Helicopsyche borealis,221030,121936,58
Aetole bella,82520,82516,212
Heliothrips haemorrhoidalis,330694,1377523,87
Heliozela aesella,453599,126380,465
Heloecius cordiformis,418176,418178,975
Helophorus grandis,131106,1156101,19
Helorus anomalipes,853749,371087,23
Napaeosciomyza spinicosta,380323,373035,45
Helota fulviventris,633944,359537,19
Micromus posticus,210209,118993,3151
Radimella aurita,367456,348278,4
Hemiphlebia mirabilis,102586,85818,173
Hemipsocus chloroticus,270806,245123,25
Hemiscorpius arabicus,964028,325939,8
Hemisquilla californiensis,936431,245526,9
Lamyctes emarginatus,196403,171525,20
Triodia sylvina,461806,53783,11169
Stenonema femoratum,207546,48006,1029
Heptamelus ochroleucus,992619,1398093,14
Songthela ciliensis,797119,1405710,3
Hermatobates schuhi,1365055,311499,6
Tamopsis fickerti,557550,47784,363
Hylephila phyleus,50340,47653,57226
Hesperinus brevifrons,1349608,557994,2
Heteragrion erythrogastrum,102678,446663,177
Alepas pacifica,62709,195048,28
Heterobathmia pseuderiocrania,1228962,623003,6
Heterocerus fenestratus,733190,174627,249
Heterocheila buccata,326619,326620,21
Heterogaster urticae,390463,177890,1098
Heterogynis penella,320875,320876,32
Heterojapyx novaezeelandiae,390465,373039,10
Ceroys perfoliatus,742621,49064,266
Heteropteryx dilatata,460458,337539,129
Heterothrips pectinifer,543836,245121,4
Heterozius rotundifrons,410714,1091525,456
Zeala walkerae,398996,1426990,8
Hexalaughlia orientalis,1455327,699363,1
Paraembolides variabilis,830454,85824,43
Chelypus hirsti,656932,735236,6
Hexurella rupicola,700424,989791,10
Heydenia pretiosa,957597,1426991,15
Haplophilus subterraneus,69827,69828,400
Anomoeotes nigrivenosus,649991,428830,15
Emerita analoga,47414,47184,7358
Lipoptena cervi,130393,48818,1574
Alope spinifrons,426003,51200,332
Octoglena bivirgatum,154910,154911,145
Hister quadrimaculatus,358374,68869,716
Microhodotermes viator,568761,198945,1211
Hodotermopsis sjostedti,1087261,1441422,5
Cleantis tubicola,550025,245402,23
Holopedium gibberum,483820,483821,5
Sternothyrus braueri,432722,372533,5
Homalonychus theologus,199537,47117,399
Paromola cuvieri,528783,245514,17
Homotoma ficus,474753,372899,134
Hoplocoryphella grandis,372613,1097044,49
Opisthacanthus capensis,559447,370683,736
Hubbardia pentapeltis,54729,54732,63
Huttonia palpimanoides,390713,373043,2
Prosochaeta prima,395712,373044,32
Hyalella cretae,1518792,129188,40
Apohyale pugettensis,964566,245525,17
Hyblaea puera,202649,202664,257
Hybosorus illigeri,908673,174507,677
Syneches simplex,475482,174422,451
Hydrachna geographica,491296,373047,2
Hydraena pensylvanica,453729,176632,6
Costachorema xanthopterum,387939,172982,11
Hydrochus rugosus,887197,1156100,22
Hydrodroma despiciens,262582,245039,6
Hydrometra stagnorum,327185,177751,1357
Hydrophilus triangularis,221649,127444,1950
Macrostemum zebratum,224366,62163,1067
Agraylea multipunctata,212803,129646,102
Hydrosalpinx sericea,670204,703691,12
Hydroscapha granulum,1231348,322188,1
Euthyas truncata,296933,245033,5
Hygrobates aloisii,1225525,338995,6
Hygrobia hermanni,547330,483657,64
Odontomantis planiceps,325892,132734,1160
Halicarcinus ovatus,503228,144103,305
Hyocephalus aprugnus,870634,737485,35
Hyperia galba,260828,195355,61
Hypochilus pococki,222028,172600,271
Hypogastrura harveyi,489436,125614,47
Hypolestes hatuey,561457,560975,42
Ibalia anceps,470470,48004,173
Ibla quadrivalvis,773482,773483,23
Megarhyssa atrata,47941,47199,3011
Ichthybotus hudsoni,390951,980826,85
Albiorix parvidentatus,1432766,172454,14
Blakistonia aurea,487209,143554,28
Idioporus affinis,964114,1426992,21
Idiostolus insularis,993513,981116,9
Pentidotea wosnesenskii,126295,48581,1912
Ilyocryptus spinifer,1003858,338151,5
Imma mylias,359756,52008,194
Inachus phalangium,326067,128122,242
Stenorhynchus seticornis,128121,165498,888
Paraclemensia acerifoliella,176089,51268,933
Inocellia crassicornis,903435,244083,98
Iphimedia gibba,671055,245471,63
Ironomyia nigromaculata,1027160,558002,3
Ischalia costata,222301,574067,27
Ischnothele annulata,810169,1108906,161
Jassa marmorata,345361,64647,64
Ischyropsalis luteipes,525948,525950,76
Ismarus dorsiger,1368621,246225,9
Isonychia bicolor,222355,48007,97
Rhadinosticta simplex,323647,85845,408
Isotoma delta,448006,171479,257
Issus coleoptratus,141761,56579,3593
Polystoechotes punctata,308235,176593,880
Dinocambala ingens,1464165,133852,4
Anatoliurus kraepelini,1413771,245373,39
Dermacentor variabilis,52155,51673,14280
Sarothrias lawrencei,1361116,373049,4
Ianiropsis serricaudis,484290,123768,15
Megajapyx major,877878,56218,10
Joeropsis dubia,296110,245404,15
Ommatoiulus moreleti,122188,121483,4378
Incisitermes minor,296456,143496,840
Bormansia meridionalis,653540,713345,1
Eusimonia wunderlichi,775723,176032,10
Amartus tinctus,243827,332219,94
Kathroperla perdita,222488,1500480,4
Sminthurinus henshawi,448233,245385,107
Nanokermes folium,1239915,49027,108
Arachnocampa luminosa,125921,125922,930
Tachardiella larreae,566994,68693,175
Oeclidius nanus,818706,464491,3
Geayia ovata,1136638,982538,4
Neosteingelia texana,797886,798034,101
Labidura riparia,307026,85850,2820
Lachesilla pedicularia,270880,245115,63
Enaemia subfervens,1422799,204824,1568
Holostaspis acuta,1138530,245009,3
Laemobothrion maximum,1483492,373055,12
Laemophloeus terminalis,334039,174146,125
Lagrioida brouni,391312,1498496,198
Ptilosarcoma athyrmata,1196678,996690,5
Lampona murina,391332,333919,879
Lamproblatta albipalpus,1116813,709257,8
Ellychnia corrusca,125627,47731,9967
Laomedia healyi,896669,245425,6
Laophonte setosa,1073375,195066,3
Archeolarca aalbui,210682,172483,3
Largus californicus,52986,52984,1960
Malacosoma americana,211100,56584,26636
Lasiochilus pallidulus,1254640,557078,19
Crypsicerus glabra,660093,524072,4
Latreillia metanesa,701323,358200,2
Cartodere bifasciata,456716,131059,662
Minettia longipennis,356403,118991,578
Lecanodiaspis prosopidis,1511788,746959,11
Crocanthes prasinopis,502447,82090,529
Anisotoma humeralis,456778,60571,131
Betiscoides meridionalis,188649,180745,19
Lepas anserifera,48778,48779,2059
Echmepteryx hageni,367250,245136,383
Lepidostoma hirtum,208049,125808,45
Tricholepidion gertschi,911892,373058,6
Ctenolepisma lineatum,1445652,48300,5170
Paraleptastacus kliei,1119640,329065,1
Leptestheria compleximanus,223406,153159,47
Mystacides longicornis,326757,85862,1685
Hargeria rapax,295912,245441,2
Leptodora kindtii,1019939,127517,25
Leptograpsodes octodentatus,606836,1067001,113
Tricorythodes explicatus,232934,172898,2
Leptomantella tonkinae,603574,1097040,20
Leptoneta proserpina,788865,85865,13
Neozephlebia scita,393299,81975,62
Leptopus marmoratus,521452,470010,142
Leptopsylla segnis,307814,245118,3
Lernaea cyprinacea,739842,354113,22
Salmincola edwardsii,424018,171327,6
Lestes rectangularis,104449,47930,8966
Diphlebia euphoeoides,99316,85867,1162
Lestonia haustorifera,779232,569102,5
Eudorella pacifica,295960,171704,4
Persephona aquilonaris,531131,122202,707
Leucospis affinis,298854,245000,1831
Leucothoe nagatai,1398472,245505,3
Leuctra hippopus,498597,148187,18
Pachydiplax longipennis,59774,47819,95189
Ligia exotica,121743,55357,2331
Acharia stimulea,122228,84165,5312
Eulimnadia agassizii,219736,153160,36
Glyphotaelius pellucidus,324273,130015,1530
Limnesia wawaseea,1097005,245029,3
Eulimnichus ater,219744,176390,39
Limnochares aquatica,997134,245040,15
Limnoria lignorum,194050,194052,13
Epiphragma solatrix,258913,47992,1604
Limulus polyphemus,48302,326110,13837
Linognathus setosus,391723,373061,10
Neriene radiata,225815,67599,4513
Liocranum rupicola,468117,153717,683
Liphistius malayanus,557477,360486,74
Liposcelis bostrychophila,270921,245144,42
Lithobius forficatus,122234,122236,2638
Echidnocerus cibarius,1439280,47397,374
Lithotrya dorsalis,1419816,996534,1
Litocheira bispinosa,868707,868708,5
Liturgusa maya,335188,51927,456
Diaphorina citri,199388,460832,547
Lomanella raniceps,534943,1150516,13
Lomis hirta,528843,528844,105
Silba fumosa,1067653,322936,158
Carausius morosus,53592,149024,1222
Lonchoptera bifurcata,203415,203416,481
Grynocharis oblonga,101831,903246,88
Lophocorona pediasia,1391098,752427,2
Magia subocellata,354413,346965,919
Lophoproctus lucidus,1351725,245112,9
Lucanus cervus,61749,49083,20885
Belzebub faxoni,1197942,195275,2
Lutrochus luteus,710207,177252,7
Strymon melinus,50931,47923,52040
Calopteron terminale,203352,49360,4290
Agamerion cleptidea,1404844,1426993,8
Rabidosa rabida,147930,47416,10539
Lyctocoris campestris,410306,464024,23
Oncopeltus fasciatus,55556,55558,45136
Lygistorrhina sanctaecatharinae,871561,245530,30
Hylecoetus dermestoides,177745,246114,319
Lynceus brachyurus,122267,122268,5
Lyonetia clerkella,207527,177236,1007
Diurnea fagella,142778,452365,1478
Menigrates obtusifrons,1484323,245524,7
Lysiosquilla lisa,1474794,199603,69
Lysmata californica,123112,849326,354
Maaminga marrisi,380231,373066,1
Machadorythus maculatus,673846,980827,6
Hindola viridicans,1279563,424926,37
Trigoniophthalmus alternatus,372465,142291,660
Macrocheles muscaedomesticae,263399,172592,3
Didymops transversa,99283,67722,3361
Ornithonysus sylviarum,407309,245173,3
Hemiplax hirtipes,416671,373243,292
Agdistopis halieutica,1430137,1402297,2
Ophiodesmus albonanus,336993,171317,4
Macrothele calpeiana,481151,860663,124
Streblocerus serricaudatus,483842,128810,13
Macrovelia hornii,497781,176505,33
Ceradocus sellickensis,1203396,246189,9
Maindronia neotropicalis,1498039,982257,9
Liturgusella malagassa,749571,1097049,40
Maja brachydactyla,447552,47716,1289
Chauliops fallax,550293,550294,27
Forstrarchaea rubra,389673,373068,6
Rhopalocranaus ypsilon,1507658,202567,11
Mantis religiosa,53905,48111,54727
Climaciella brunnea,133448,52955,3577
Mantoida maya,468970,468971,145
Karoophasma biedouwensis,671485,544638,23
Marchalina hellenica,447672,746711,63
Eumargarodes laingi,1432436,60923,1
Mastigona bosniensis,1297004,982629,6
Mastotermes darwiniensis,895936,900665,41
Matsucoccus acalyptus,484384,746713,13
Matuta victor,484404,474295,770
Mecicobothrium thorelli,810340,57320,3
Dicellophilus limatus,568162,434535,59
Aotearoa magna,385851,373072,43
Nisia nervosa,1268313,349470,58
Infurcitinea atrifasciella,468456,504832,23
Anthidium manicatum,62453,52777,20147
Megadictyna thilenii,392309,498532,50
Megahexura fulva,489163,989792,218
Megalanceola stephenseni,871935,983229,4
Megalodontes spiraeae,1261243,337737,132
Agathomerus sellatus,625456,178545,61
Megalopyge opercularis,84185,84186,8085
Megalyra fasciipennis,674553,343419,25
Megamerina dolium,511381,511382,50
Allopodagrion contortum,93676,85886,19
Megaris trinotata,1372842,1019334,3
Lagynodes pallidus,1082188,367445,13
Megastigmus aculeatus,319502,857366,69
Megisthanus floridanus,297739,246217,21
Machilinus rupestris,903515,245396,32
Dircaea liturata,218563,173723,1310
Dinorhax rostrumpsittaci,1078814,1026757,7
Trichilogaster acaciaelongifoliae,355065,1426995,2631
Melanthrips fuscus,917202,981068,1
Dulichiella spinosa,1246727,171643,8
Dasypoda hirtipes,746682,154651,2660
Meloe proscarabaeus,82109,59510,3823
Malachius bipustulatus,326491,82067,4786
Entylia carinata,83177,49024,5207
Menippe mercenaria,131045,128829,967
Trinoton anserinum,534042,172772,19
Merguia oligodon,875650,875649,1
Merope tuber,224910,177067,294
Mesagrion leucorrhinum,1304661,1304670,1
Meschia barrowensis,972897,464481,65
Mesoniscus alpicola,1119101,343803,2
Mesopodagrion tibetanum,105642,1304669,3
Mesopsocus fuscifrons,1308091,359475,56
Mesovelia mulsanti,224954,174616,361
Messicobolus magnificus,307924,245109,30
Metallyticus violaceus,749020,473902,18
Metapelma spectabilis,504097,1427005,58
Indarbela obliquifasciata,462048,199256,97
Australeuma jeekeli,804464,804467,10
Metridia pacifica,1349625,180343,5
Microhexura idahoana,225123,1108916,28
Micromalthus debilis,367128,342435,9
Micronecta scholtzi,123942,201252,17
Rainieria antennaepes,349811,132187,4929
Loricula elegantula,451684,174329,96
Micropterix calthella,344870,173650,1055
Xamiatus kia,830577,143550,35
Eutrombidium locustarum,518672,472774,3
Mictyris longicarpus,334716,334717,1281
Midea expansa,296992,245021,5
Xystonotus robustus,297082,245015,3
Calathotarsus simoni,568426,143555,9
Madiza glabra,1122100,329891,18
Millieria dolosalis,875806,981683,16
Lacosoma chiridota,222602,119527,723
Ero aphana,746529,60351,432
Miomantis caffra,207583,1097041,4529
Diosaccus spinatus,1243671,514753,2
Poecilocapsus lineatus,126211,53505,8360
Maguimithrax spinosissimus,951390,132529,323
Mituliodon tarantulinus,505709,61867,753
Mnesarchella acuta,895066,373078,40
Arachnocephalus vestitus,466305,120481,770
Moina brachiata,483836,209038,4
Molanna flavicornis,225194,176962,26
Mompha eloisella,322378,176953,652
Skleroprotopus membranipedalis,972143,820965,11
Monomachus porteri,1155222,955929,8
Icerya purchasi,60921,428253,3199
Rhizophagus bipustulatus,484658,174606,192
Cymbasoma rigidum,1240172,606891,5
Vandiemenella viatica,761024,339374,389
Moranila californica,299431,1426996,5
Mordella marginata,225244,81969,1521
Gaucha fulvipes,1158449,503948,3
Grimothea planipes,1426070,494535,431
Munidopsis polymorpha,370736,983150,134
Musca domestica,120156,70144,4321
Dasymutilla occidentalis,117221,48511,10939
Mycetaea subterranea,225311,471717,114
Mycetophagus punctatus,225320,85909,402
Anomalomyia guttata,385695,83736,118
Mycterus curculioides,470347,176908,135
Mydas clavatus,123516,121526,4916
Cosmocomoidea ashmeadi,1105198,203203,17
Nimbopsocus australis,430413,142220,299
Myrmecophilus pergandei,120150,50159,404
Distoleon tetragrammicus,119248,49358,3648
Myrmosa atra,127810,246226,122
Praunus flexuosus,203480,85912,137
Microdipoena jobi,789022,172221,31
Mystacinobia zelandica,393044,558004,1
Empidideicus hackmani,1372753,447973,4
Mytilicola orientalis,117681,117689,4
Himacerus mirmicoides,130127,129878,4992
Nannochorista philpotti,407770,373084,4
Austrosquilla osculans,542812,195130,19
Kongobatha diademata,566205,1097039,1419
Ilyocoris cimicoides,358327,67615,842
Nautilocorystes ocellatus,677147,1092178,18
Neanastatus turneri,677161,1427006,4
Anurida maritima,203347,83891,847
Harpogonopus confluentus,337193,154955,19
Nebalia bipes,144127,144125,10
Neelus murinus,261683,203288,32
Nemasoma varicorne,337012,154928,61
Nemastoma bimaculatum,451367,245376,817
Nematocarcinus rotundus,459475,245520,4
Calisoga longitarsis,50989,47369,1238
Neorhynchocephalus volaticus,225732,120090,220
Nemo corticeus,1519530,558011,2
Rhinorhynchus rufulus,396364,174369,143
Nemoptera bipennis,343354,48759,581
Zapada cinctipes,178556,173242,79
Neobisium carcinoides,490815,85918,87
Microgovia oviformis,1147129,245381,2
Neopetalia punctata,106828,85922,13
Forsteropsalis inconstans,495244,373239,629
Neopseustis meyricki,736084,736086,22
Neotrichozetes spinulosa,410049,373086,22
Trichonephila clavipes,904336,1492653,33479
Homarus americanus,61383,61385,2189
Nepa cinerea,133020,119347,3332
Stigmella intermedia,231751,85925,679
Telostylinus lineolatus,246049,132101,512
Nesameletus ornatus,393331,373087,76
Nesticus cellulanus,225916,153826,198
Austroneurorthus horstaspoecki,971029,559448,5
Nicodamus peregrinus,132357,132358,238
Atelura formicaria,541898,178895,177
Cymoninus sechellensis,504942,504359,4
Niphargus vandeli,1504781,85927,4
Niponiosoma troglodytes,1079385,982631,1
Nipponopsalis yezoensis,527388,525984,1
Glischrochilus quadrisignatus,203328,126791,3182
Nocticola gonzalezi,1080081,180743,2
Noctua pronuba,81687,48670,46464
Tonga westwoodi,738891,143606,248
Pseudoips prasinana,321945,52873,3612
Quindina albomarginis,793955,535013,11
Nosodendron unicolor,225998,176662,146
Noterus clavicornis,547326,177769,55
Nothybus biguttatus,902072,491394,5
Nadata gibbosa,82204,47718,13230
Notoligotoma nitens,901618,900664,37
Notonecta irrorata,133634,56556,786
Afronemoura amatolae,648060,373090,12
Gammarella fucicola,915667,915665,6
Basilia antrozoi,477077,347845,4
Megaloblatta blaberoides,533156,1425421,73
Danaus plexippus,48662,47922,288393
Nymphes myrmeleonoides,487367,487368,2219
Nymphon gracile,461796,245104,109
Ochlesis lenticulosus,678829,870474,32
Codocera ferruginea,1060926,176640,30
Ochterus marginatus,469904,430400,25
Theotima minutissima,298400,172236,4
Ocypode quadrata,53875,51932,13014
Traginops irroratus,636907,329916,51
Odontocerum albicorne,416811,176700,313
Odontodactylus scyllarus,119395,119396,781
Spinotarsus colosseus,631120,605208,13
Neoxabea bipunctata,225793,1449512,5842
Oecobius navus,226250,47587,2363
Oeconesus maori,408876,373092,16
Hofmannophila pseudospretella,129570,81690,4924
Oedemera nobilis,61844,61845,14299
Acanthostepheia malmgreni,1279347,64628,10
Oenosandra boisduvalii,208618,208620,1146
Cuterebra fontinella,154881,154882,389
Ogovea cameroonensis,526586,526043,1
Oithona similis,203469,171781,2
Okeanobates americanus,226282,171702,4
Oligoneuriella rhenana,570735,154638,9
Oligotoma nigra,362840,56836,776
Hydrogamasus littoralis,1357748,245171,1
Olpium pallipes,917014,245012,9
Omalisus fontisbellaquei,548785,548786,216
Matheteus theveneti,120554,120555,74
Omma stanleyi,467302,467297,8
Spathalium audouinii,759938,447992,91
Triconia borealis,1073319,329107,1
Oniscus asellus,48284,48291,20135
Oniscigaster distans,393835,373094,11
Tetrodontophora bielanensis,856260,171694,286
Oodera formosa,1076527,1426998,5
Oonops domesticus,416684,57647,27
Opetia nigra,625523,558003,15
Ophryoxus gracilis,483837,1291216,11
Neocarus texanus,1268807,245164,12
Opisa tridentata,1242121,983216,7
Ceratosphys poculifer,1347430,982632,1
Systellaspis debilis,295161,245519,3
Geomyza tripunctata,326614,326615,519
Opostegoides gephyraea,514598,176537,78
Oregonia gracilis,84267,84268,857
Orithyia sinica,846407,846408,17
Hemadas nubilipennis,464235,244999,2300
Orsodacne atra,176242,176274,671
Subantarctia turbotti,397589,373104,4
Insignorthezia insignis,199363,49576,181
Orussus abietinus,856314,204682,80
Orya barbarica,1144892,196413,30
Porismus strigatus,447352,341889,660
Frontipoda americana,296934,245008,4
Oxycarenus lavaterae,209661,453211,4765
Oxycephalus clausi,260883,195353,27
Peucetia viridans,126777,83843,19069
Oxypeltus quadrispinosus,1069084,573149,21
Ozius truncatus,411225,195214,612
Trigoniulus corallinus,123010,126886,5565
Oedancala dorsalis,326704,357455,654
Cramptonomyia spenceri,486289,486290,88
Camarochiloides weiweii,1121366,858300,6
Nanopsocus oceanicus,270994,245107,12
Paeromopus angusticeps,84714,84717,288
Pagurus samuelis,49095,48174,7618
Palaemon elegans,153169,50928,3216
Ogygioses eurata,736156,736157,1
Azaleodes micronipha,605994,526835,52
Exopalicus maculatus,553780,195325,23
Palingenia longicauda,570367,570368,22
Panulirus interruptus,61371,47297,4176
Pallasea cancellus,832166,838491,9
Pallenopsis macneilli,813534,373107,23
Toxonevra superba,366237,147033,1398
Palpimanus gibbulus,496599,360260,429
Prionotropis hystrix,434282,120414,202
Charilaus carinatus,656786,524096,4
Neurotoma saltuum,734712,143249,393
Pandalus danae,154708,47710,619
Pandarus bicolor,204611,204608,9
Lophopanopeus bellus,50818,50819,1011
Panorpa communis,51699,51700,2763
Brachypanorpa oregonensis,500274,173397,22
Pantophthalmus tabaninus,630984,245352,33
Papilio glaucus,60551,47223,92800
Parabogidiella americana,226955,1104888,1
Xanthocaecilius sommermanae,475403,714250,157
Paracalanus parvus,201772,201731,6
Oxidus gracilis,143390,132949,15732
Ptyoiulus impressus,1393410,82534,140
Paramelita capensis,681553,85963,20
Paramphithoe hystrix,848990,1066992,11
Sclerobunus nondimorphicus,56370,534094,116
Paranthura japonica,347746,245492,8
Parapagurus benedicti,459647,48171,12
Parartemia informis,1480545,996477,5
Parasitellus fucorum,566178,85394,54
Pseudosquillopsis lessonii,1134345,245483,2
Paranephrops planifrons,108612,85966,909
Dismegistus fimbriatus,625246,625244,147
Paratropis tuxtlensis,485649,143551,3
Octomana hadromischa,964664,245462,1
Proctolaelaps vandenbergi,685252,568367,8
Salina banksi,296611,245387,20
Lambrachaeus ramifer,53618,52582,62
Parthenothrips dracaenae,469525,1377525,13
Pasiphaea multidentata,459652,245488,43
Odontotaenius disjunctus,122214,84443,18667
Catogenus rufus,216324,174589,380
Decapauropus lambertoni,1494140,245087,20
Pedicia albivitta,199998,70402,661
Pediculus humanus,321532,47438,236
Doddifoenus burksi,1472420,1426999,8
Pelecinus polyturator,70997,71006,6945
Pelecorhynchus nigripennis,782650,338981,45
Carcina quercana,205221,1240139,2310
Hemiodoecus leai,520277,373116,2
Peltis ferruginea,540980,1408672,351
Lernaeodiscus porcellanae,820967,570950,12
Penaeus setiferus,1071971,51042,190
Penestomus egazini,682531,416724,9
Lernaeocera branchialis,329141,329142,17
Halyomorpha halys,81923,47742,59884
Penthaleus major,297453,245222,171
Peradenia clavipes,1254400,981242,3
Percnon gibbesi,61372,245511,1103
Pterygophorus cinctus,355026,201415,800
Periegops suterii,394813,373119,22
Euperilampus triangularis,496791,203268,184
Perissolestes remotus,109147,1304674,22
Peripsocus subfasciatus,308174,245116,118
Periscelis occidentalis,538433,373120,20
Perissomma dobrotworskyi,1372198,557990,5
Eccoptura xanthenes,218870,154347,172
Perlodes microcephalus,504993,123940,45
Perthia acutitelson,1375979,885362,2
Tachopteryx thoreyi,113722,67721,1903
Peterjohnsia titan,817529,817531,3
Proscotolemon sauteri,1086141,535007,1
Petrothrincus triangularis,682851,981175,13
Purcellia argasiformis,892574,448485,8
Pseudophacopteron tuberculatum,1050786,474505,6
Pelidnoptera nigripennis,326636,326637,15
Neolitochrus pulchellus,915420,132036,42
Phalangium opilio,84644,57409,26694
Scotolemon doriae,1305691,56367,85
Mayagryllus yucatanus,256765,523732,179
Ctenomorpha marginipennis,490577,49059,2263
Phauda flammans,369810,124419,679
Zarhipis integripennis,53756,47206,319
Phiditia cuprea,543256,702137,33
Sarcotaces arcticus,906457,480643,1
Philodromus dispar,227754,47868,4540
Philoganga vetusta,109290,560976,58
Philogenia augusti,197248,560977,50
Chimarra marginata,469226,154581,144
Columbicola columbae,387806,173070,32
Kosrheithrus tillyardi,892115,373124,46
Philoscia muscorum,48292,48294,13988
Rhinagrion viridatum,149693,560978,85
Aaroniella badonneli,473200,245157,72
Klambothrips myopori,354247,143336,371
Iphiplateia whiteleggei,773730,245523,12
Phloea subquadrata,808337,781219,94
Rhopalobrachium penai,1040803,572548,3
Phloiophilus edwardsii,865359,572458,54
Phoenicococcus marlatti,543217,543229,2
Pholcus phalangioides,67328,47823,15478
Zygiella x-notata,155279,1492648,4361
Megaselia scalaris,329926,55351,102
Macromantis hyalina,709580,709393,146
Anoplodactylus evansi,521656,127039,49
Harpiniopsis fulgens,295582,83723,2
Phreatoicopsis raffae,209266,209258,27
Phronima sedentaria,260959,195359,122
Phrosina semilunata,260962,245458,7
Liophrurillus flavitarsis,559311,416723,556
Banksiola dossuaria,214850,172903,427
Phryganopsyche latipennis,498910,498911,9
Damon annulatipes,318838,199694,254
Acanthophrynus coronatus,202501,133709,386
Steganacarus magnus,955886,245219,8
Phycosecis limbatus,395132,373125,81
Cryptophyllium chrisangi,1199064,121497,99
Daktulosphaira vitifoliae,324587,319318,4798
Nomaua arborea,393426,498531,87
Phytoptus avellanae,55560,373126,259
Vidole capensis,695137,416720,56
Pieris rapae,55626,48508,125502
Piesma maculatum,631042,343428,107
Pilumnopeus serratifrons,471785,195177,599
Pilumnoides perlatus,795453,1028861,55
Pimoa altioculata,228139,172367,290
Pinnotheres pisum,304902,48815,58
Prochyliza xanthostoma,355497,326644,295
Nephrocerus scutellatus,1028702,144038,8
Pisaura mirabilis,55787,55788,27294
Guinusia chabrus,319553,52475,2183
Plakarthrium typicum,1408663,813930,26
Plastocerus angulosus,953371,544747,5
Megacopta cribraria,209176,60795,4399
Platyarthrus hoffmannseggii,205749,205750,653
Platycnemis pennipes,109650,85991,20183
Platydesmus mexicanus,308205,84709,10
Platygaster robiniae,1187228,203202,26
Bertamyia notata,494358,336703,242
Nyssodesmus python,128044,128045,265
Protosticta gravelyi,110723,85993,177
Pogonortalis doclea,245715,62007,2919
Homalaspis plana,464781,372510,282
Kibramoa madrona,469070,47137,10
Plectrotarsus gravenhorsti,792186,792187,50
Plea minutissima,490806,130977,222
Pleocoma behrensi,323045,176066,150
Pleustes panoplus,739002,209027,16
Plutella xylostella,126765,126766,15536
Theatops posticus,322414,982585,557
Physemacris variolosa,602365,119542,229
Alaskozetes antarcticus,408337,373129,1
Podocerus cristatus,60636,60637,167
Hoplodino continentalis,1077746,372481,5
Evadne nordmanni,203477,203256,12
Podura aquatica,207912,207915,366
Poecilasma inaequilaterale,794710,245415,4
Pollenia vagabunda,448298,932929,890
Pollicipes polymerus,48786,48787,9234
Neureclipsis bimaculata,225935,154684,168
Stereomastis sculpta,113190,86001,17
Adroctenes horvathi,506363,506104,2
Pseudopolydesmus serratus,135253,121480,1346
Ephoron virgo,546144,81982,40
Polyphemus pediculus,483930,483931,82
Polyplax spinulosa,330602,330609,8
Polythore gigantea,197204,86004,43
Polyxenus lagurus,133872,133871,1040
Polyzonium germanicum,336995,121554,188
Tachypompilus ferrugineus,147347,54028,1742
Epilabidocera amphitrites,345051,329022,7
Pontogammarus maeoticus,1022769,856552,3
Bovallia gigantea,981413,607600,6
Petrolisthes elongatus,410371,47805,1282
Porcellio scaber,122238,122239,31197
Porrhothele antipodiana,121403,860662,665
Callinectes sapidus,49504,49506,10755
Potamanthus luteus,781005,123605,92
Candidiopotamon rathbuni,906794,71068,691
Potamonautes sidneyi,110312,86007,471
Prays fraxinella,324792,479723,287
Priasilpha obscura,395579,373132,3
Lobonyx aeneus,470093,363624,438
Prionoglaris stygia,1021899,480276,27
Sinocnemis yangbingi,561494,1304673,1
Prisopus sacratus,744038,429037,121
Processa edulis,785365,245517,56
Joubertophyllodes modularis,1049648,245217,3
Phaneroserphus calcar,1016216,203200,56
Procyliosoma delacyi,395662,524881,20
Prodidactis mystica,874789,874787,2
Zimiris doriae,808717,53828,269
Lampronia rupella,548965,63177,120
Paragalene longicrura,1365515,1028854,1
Prokoenenia wheeleri,558821,558822,15
Onysius anomalus,393874,501475,5
Promegistus armstrongi,1322611,1322609,16
Cyphoderris monstrosa,454805,174115,1112
Microcoema acuminata,761267,48520,82
Prosopistoma pennigerum,1365995,980810,4
Prostomis mandibularis,704734,373135,47
Yania metatarsalis,535910,1152333,5
Ericmodes australis,460815,460813,1
Glomeroides primus,154901,563778,19
Wiyufiloides osornoensis,1238923,708057,1
Protolestes kerckhoffae,110679,1304671,3
Protolophus singularis,57385,527389,135
Haptosquilla stoliura,714116,338305,15
