class,order,family,genus,specie,taxon_id,count
Insecta,Diptera,Anisopodidae,Sylvicola,Sylvicola fenestralis,424978,90
Insecta,Diptera,Tachinidae,Tachina,Tachina grossa,423928,1021
Insecta,Hemiptera,Cixiidae,Tachycixius,Tachycixius venustulus,860922,46
Insecta,Diptera,Hybotidae,Tachypeza,Tachypeza fuscipennis,1087502,1
Insecta,Plecoptera,Taeniopterygidae,Taeniopteryx,Taeniopteryx schoenemundi,546150,3
Insecta,Coleoptera,Tetratomidae,Tetratoma,Tetratoma desmarestii,962710,3
Insecta,Orthoptera,Tetrigidae,Tetrix,Tetrix tenuicornis,464147,599
Insecta,Hemiptera,Tettigometridae,Tettigometra,Tettigometra impressopunctata,914825,15
Insecta,Orthoptera,Tettigoniidae,Tettigonia,Tettigonia cantans,423693,3237
Insecta,Diptera,Chloropidae,Thaumatomyia,Thaumatomyia notata,326659,62
Insecta,Diptera,Therevidae,Thereva,Thereva unica,893948,17
Insecta,Lepidoptera,Douglasiidae,Tinagma,Tinagma balteolella,178849,11
Insecta,Trichoptera,Psychomyiidae,Tinodes,Tinodes pallidulus,1112186,1
Insecta,Hymenoptera,Tiphiidae,Tiphia,Tiphia minuta,1018792,1
Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,418147,394
Insecta,Lepidoptera,Tischeriidae,Tischeria,Tischeria dodonaea,876057,5
Entognatha,Entomobryomorpha,Tomoceridae,Tomocerus,Tomocerus minor,205463,70
Malacostraca,Isopoda,Trachelipodidae,Trachelipus,Trachelipus ratzeburgii,544095,365
Insecta,Diptera,Trichoceridae,Trichocera,Trichocera regelationis,232880,6
Insecta,Coleoptera,Cleridae,Trichodes,Trichodes alvearius,55047,2139
Insecta,Psocodea,Trichopsocidae,Trichopsocus,Trichopsocus brincki,1168446,10
Insecta,Hemiptera,Triozidae,Trioza,Trioza urticae,207539,68
Insecta,Hemiptera,Cydnidae,Tritomegas,Tritomegas sexmaculatus,57842,973
Insecta,Coleoptera,Throscidae,Trixagus,Trixagus leseigneuri,737830,3
Insecta,Coleoptera,Trogidae,Trox,Trox perlatus,493530,46
Malacostraca,Isopoda,Tylidae,Tylos,Tylos ponticus,904651,33
Insecta,Lepidoptera,Crambidae,Udea,Udea ferrugalis,324928,3613
Arachnida,Araneae,Uloboridae,Uloborus,Uloborus walckenaerius,416680,686
Insecta,Hymenoptera,Siricidae,Urocerus,Urocerus albicornis,53249,331
Insecta,Diptera,Tephritidae,Urophora,Urophora quadrifasciata,470508,343
Insecta,Psocodea,Caeciliusidae,Valenzuela,Valenzuela atricornis,868741,4
Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,48548,73629
Insecta,Coleoptera,Vesperidae,Vesperus,Vesperus luridus,472867,79
Insecta,Hymenoptera,Xiphydriidae,Xiphydria,Xiphydria prolongata,703313,39
Insecta,Orthoptera,Tridactylidae,Xya,Xya pfaendleri,555661,49
Insecta,Hymenoptera,Xyelidae,Xyela,Xyela lugdunensis,1375301,3
Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,Yponomeuta plumbella,324219,825
Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,Ypsolopha sequella,362235,367
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora flavicollis,624446,6
Arachnida,Araneae,Miturgidae,Zora,Zora parallela,783701,10
Arachnida,Araneae,Zoropsidae,Zoropsis,Zoropsis media,507917,15
Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena transalpina,367155,1754
Arachnida,Araneae,Phonognathidae,Zygiella,Zygiella atrica,234023,142
